PMID,ArticleTitle,AbstractText,Authors,DOI,Journal,PubDate_Year,PubDate_Month
30000489,Genetic Diversity of Pollinators in Fragmented Habitats,Habitat fragmentation in Eastern Seaboard leads to reduced genetic diversity in native Osmia lignaria populations. We analyzed 251 sampling sites over 11 years.,"Anderson T, Smith J, Moore H, Jackson B, Garcia L",10.16413/pollinator.2014.4766,Ecology Letters,2024,7
30000490,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Habitat fragmentation in Southern US leads to reduced genetic diversity in native native bumblebee populations. We analyzed 271 sampling sites over 19 years.,"Garcia L, Taylor S",10.14712/pollinator.2013.9879,"Agriculture, Ecosystems & Environment",2022,8
30000491,Integrated Pest Management Benefits for Pollinator Health,Residues of clothianidin found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 8% of tested fields.,"Johnson A, Williams R, Garcia L",10.15259/pollinator.2019.6622,Nature Ecology & Evolution,2021,5
30000492,Pesticide Impact on Honeybee Colony Health,"Climate change shifts the phenology of flowering plants in Eastern Seaboard, disrupting Megachile rotundata pollination networks. Mean bloom date advanced by 3 days per decade.","Jones K, Martin F, Anderson T, Williams R, Wilson P",10.15986/pollinator.2011.8367,Environmental Science & Technology,2020,1
30000493,Pesticide Impact on Honeybee Colony Health,Residues of imidacloprid found in pollen samples correlate with increased mortality in Apis mellifera. Lethal dose thresholds were exceeded in 28% of tested fields.,"Moore H, Anderson T, Garcia L, Jackson B, Williams R",10.16709/pollinator.2013.8565,Journal of Applied Ecology,2014,4
30000494,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Residues of glyphosate found in pollen samples correlate with increased mortality in Bombus terrestris. Lethal dose thresholds were exceeded in 64% of tested fields.,"Johnson A, Anderson T, Martin F, Williams R, Smith J",10.16968/pollinator.2023.1920,Ecology Letters,2012,12
30000495,Pesticide Impact on Honeybee Colony Health,Residues of imidacloprid found in pollen samples correlate with increased mortality in Osmia lignaria. Lethal dose thresholds were exceeded in 62% of tested fields.,"Jones K, Smith J, Jackson B, Martinez C, Williams R",10.13492/pollinator.2018.4912,Science of the Total Environment,2021,10
30000496,Sublethal Neonicotinoid Effects on Solitary Bees,This study evaluates the impact of imidacloprid exposure on Osmia lignaria colonies across Eastern Seaboard. Results indicate a 36% decline in colony health metrics over the study period.,"Lee W, Martin F, Thomas D, Moore H, Brown M",10.18117/pollinator.2021.1378,PNAS,2018,6
30000497,Urban Pollinator Conservation: A Garden Ecology Study,This study evaluates the impact of glyphosate exposure on Bombus impatiens colonies across Eastern Seaboard. Results indicate a 55% decline in colony health metrics over the study period.,"Smith J, Martin F, Williams R",10.18903/pollinator.2024.9820,"Agriculture, Ecosystems & Environment",2013,8
30000498,Urban Pollinator Conservation: A Garden Ecology Study,Residues of thiamethoxam found in pollen samples correlate with increased mortality in Bombus impatiens. Lethal dose thresholds were exceeded in 44% of tested fields.,"Thomas D, Lee W, Wilson P, Brown M, Taylor S",10.14927/pollinator.2017.7636,PNAS,2021,7
30000499,Genetic Diversity of Pollinators in Fragmented Habitats,This study evaluates the impact of thiamethoxam exposure on Osmia lignaria colonies across Pacific Northwest. Results indicate a 28% decline in colony health metrics over the study period.,"Garcia L, Johnson A",10.14500/pollinator.2014.9551,Nature Ecology & Evolution,2018,4
30000500,Integrated Pest Management Benefits for Pollinator Health,Residues of imidacloprid found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 54% of tested fields.,"Williams R, Garcia L, Wilson P",10.15955/pollinator.2024.1532,Nature Ecology & Evolution,2023,12
